Ore Name,ItemStack,Item ID,Display Name,Wildcard
foodCrayfishraw,1xitem.crayfishrawItem@0,harvestcraft:crayfishrawItem,Raw Crayfish,false
foodCreamcookie,1xitem.creamcookieItem@0,harvestcraft:creamcookieItem,Cream Cookie,false
foodCreamedbroccolisoup,1xitem.creamedbroccolisoupItem@0,harvestcraft:creamedbroccolisoupItem,Creamed Broccoli Soup,false
foodCreamedcorn,1xitem.creamedcornItem@0,harvestcraft:creamedcornItem,Creamed Corn,false
foodCreamofavocadosoup,1xitem.creamofavocadosoupItem@0,harvestcraft:creamofavocadosoupItem,Cream of Avocado Soup,false
foodCucumbersalad,1xitem.cucumbersaladItem@0,harvestcraft:cucumbersaladItem,Cucumber Salad,false
foodCucumbersoup,1xitem.cucumbersoupItem@0,harvestcraft:cucumbersoupItem,Cucumber Soup,false
foodCurry,1xitem.curryItem@0,harvestcraft:curryItem,Curry Rice,false
foodCustard,1xitem.custardItem@0,harvestcraft:custardItem,Custard,false
foodDamper,1xitem.damperItem@0,harvestcraft:damperItem,Damper,false
foodDatenutbread,1xitem.datenutbreadItem@0,harvestcraft:datenutbreadItem,Date Nut Bread,false
foodDelightedmeal,1xitem.delightedmealItem@0,harvestcraft:delightedmealItem,Delighted Meal,false
foodDeluxecheeseburger,1xitem.deluxecheeseburgerItem@0,harvestcraft:deluxecheeseburgerItem,Deluxe Cheeseburger,false
foodDonut,1xitem.donutItem@0,harvestcraft:donutItem,Donut,false
foodDough,1xitem.doughItem@0,harvestcraft:doughItem,Dough,false
foodEelraw,1xitem.eelrawItem@0,harvestcraft:eelrawItem,Raw Eel,false
foodEggnog,1xitem.eggnogItem@0,harvestcraft:eggnogItem,Egg Nog,false
foodEggplantparm,1xitem.eggplantparmItem@0,harvestcraft:eggplantparmItem,Eggplant Parm,false
foodEggsalad,1xitem.eggsaladItem@0,harvestcraft:eggsaladItem,Egg Salad,false
foodEnergydrink,1xitem.energydrinkItem@0,harvestcraft:energydrinkItem,Energy Drink,false
foodEpicbacon,1xitem.epicbaconItem@0,harvestcraft:epicbaconItem,Epic Bacon,false
foodEspresso,1xitem.espressoItem@0,harvestcraft:espressoItem,Espresso,false
foodExtremechili,1xitem.extremechiliItem@0,harvestcraft:extremechiliItem,Extreme Chili,false
foodFairybread,1xitem.fairybreadItem@0,harvestcraft:fairybreadItem,Fairy Bread,false
foodFigbar,1xitem.figbarItem@0,harvestcraft:figbarItem,Fig Bar,false
foodFigjelly,1xitem.figjellyItem@0,harvestcraft:figjellyItem,Fig Jelly,false
foodFigjellysandwich,1xitem.figjellysandwichItem@0,harvestcraft:figjellysandwichItem,Fig Jelly Sandwich,false
foodFigjuice,1xitem.figjuiceItem@0,harvestcraft:figjuiceItem,Fig Juice,false
foodFigsmoothie,1xitem.figsmoothieItem@0,harvestcraft:figsmoothieItem,Fig Smoothie,false
foodFigyogurt,1xitem.figyogurtItem@0,harvestcraft:figyogurtItem,Fig Yogurt,false
foodFirmtofu,1xitem.firmtofuItem@0,harvestcraft:firmtofuItem,Firm Tofu,false
foodFishandchips,1xitem.fishandchipsItem@0,harvestcraft:fishandchipsItem,Fish and Chips,false
foodFishdinner,1xitem.fishdinnerItem@0,harvestcraft:fishdinnerItem,Fish Dinner,false
foodFishlettucewrap,1xitem.fishlettucewrapItem@0,harvestcraft:fishlettucewrapItem,Fish Lettuce Wrap,false
foodFishsandwich,1xitem.fishsandwichItem@0,harvestcraft:fishsandwichItem,Fish Sandwich,false
foodFishsticks,1xitem.fishsticksItem@0,harvestcraft:fishsticksItem,Fish Sticks,false
foodFishtaco,1xitem.fishtacoItem@0,harvestcraft:fishtacoItem,Fish Taco,false
foodFlour,1xitem.flourItem@0,harvestcraft:flourItem,Flour,false
foodFootlong,1xitem.footlongItem@0,harvestcraft:footlongItem,Footlong,false
foodFrenchtoast,1xitem.frenchtoastItem@0,harvestcraft:frenchtoastItem,French Toast,false
foodFriedchicken,1xitem.friedchickenItem@0,harvestcraft:friedchickenItem,Fried Chicken,false
foodFriedegg,1xitem.friedeggItem@0,harvestcraft:friedeggItem,Fried Egg,false
foodFriedonions,1xitem.friedonionsItem@0,harvestcraft:friedonionsItem,Fried Onions,false
foodFriedrice,1xitem.friedriceItem@0,harvestcraft:friedriceItem,Fried Rice,false
foodFries,1xitem.friesItem@0,harvestcraft:friesItem,Fries,false
foodFrogcooked,1xitem.frogcookedItem@0,harvestcraft:frogcookedItem,Cooked Frog Legs,false
foodFrograw,1xitem.frograwItem@0,harvestcraft:frograwItem,Raw Frog,false
foodFrosteddonut,1xitem.frosteddonutItem@0,harvestcraft:frosteddonutItem,Frosted Donut,false
foodFruitcrumble,1xitem.fruitcrumbleItem@0,harvestcraft:fruitcrumbleItem,Fruit Crumble,false
foodFruitpunch,1xitem.fruitpunchItem@0,harvestcraft:fruitpunchItem,Fruit Punch,false
foodFruitsalad,1xitem.fruitsaladItem@0,harvestcraft:fruitsaladItem,Fruit Salad,false
foodFutomaki,1xitem.futomakiItem@0,harvestcraft:futomakiItem,Futo Maki,false
foodGardensoup,1xitem.gardensoupItem@0,harvestcraft:gardensoupItem,Garden Soup,false
foodGarlicbread,1xitem.garlicbreadItem@0,harvestcraft:garlicbreadItem,Garlic Bread,false
foodGarlicchicken,1xitem.garlicchickenItem@0,harvestcraft:garlicchickenItem,Garlic Chicken,false
foodGarlicmashedpotatoes,1xitem.garlicmashedpotatoesItem@0,harvestcraft:garlicmashedpotatoesItem,Garlic Mashed Potatoes,false
foodGeneraltsochicken,1xitem.generaltsochickenItem@0,harvestcraft:generaltsochickenItem,General Tso's Chicken,false
foodGherkin,1xitem.gherkinItem@0,harvestcraft:gherkinItem,Gherkin,false
foodGingerbread,1xitem.gingerbreadItem@0,harvestcraft:gingerbreadItem,Ginger Bread,false
foodGingerchicken,1xitem.gingerchickenItem@0,harvestcraft:gingerchickenItem,Ginger Chicken,false
foodGingeredrhubarbtart,1xitem.gingeredrhubarbtartItem@0,harvestcraft:gingeredrhubarbtartItem,Gingered Rhubarb Tart,false
foodGingersnaps,1xitem.gingersnapsItem@0,harvestcraft:gingersnapsItem,Ginger Snaps,false
foodGingersoda,1xitem.gingersodaItem@0,harvestcraft:gingersodaItem,Ginger Ale,false
foodGlazedcarrots,1xitem.glazedcarrotsItem@0,harvestcraft:glazedcarrotsItem,Glazed Carrots,false
foodGrapefruitjelly,1xitem.grapefruitjellyItem@0,harvestcraft:grapefruitjellyItem,Grapefruit Jelly,false
foodGrapefruitjellysandwich,1xitem.grapefruitjellysandwichItem@0,harvestcraft:grapefruitjellysandwichItem,Grapefruit Jelly Sandwich,false
foodGrapefruitjellysmoothie,1xitem.grapefruitsmoothieItem@0,harvestcraft:grapefruitsmoothieItem,Grapefruit Smoothie,false
foodGrapefruitjuce,1xitem.grapefruitjuiceItem@0,harvestcraft:grapefruitjuiceItem,Grapfruit Juice,false
foodGrapefruitsoda,1xitem.grapefruitsodaItem@0,harvestcraft:grapefruitsodaItem,Grapefruit Soda,false
foodGrapefruityogurt,1xitem.grapefruityogurtItem@0,harvestcraft:grapefruityogurtItem,Grapefruit Yogurt,false
foodGrapejelly,1xitem.grapejellyItem@0,harvestcraft:grapejellyItem,Grape Jelly,false
foodGrapejuice,1xitem.null@0,Growthcraft|Grapes:grc.grapeWine,Grape Wine,false
foodGrapejuice,1xitem.grapejuiceItem@0,harvestcraft:grapejuiceItem,Grape Juice,false
foodGrapes,1xitem.grc.grapes@0,Growthcraft|Grapes:grc.grapes,Grapes,false
foodGrapes,1xitem.grapeItem@0,harvestcraft:grapeItem,Wild Grapes,false
foodGrapesalad,1xitem.grapesaladItem@0,harvestcraft:grapesaladItem,Grape Salad,false
foodGrapesoda,1xitem.grapesodaItem@0,harvestcraft:grapesodaItem,Grape Soda,false
foodGrapeyogurt,1xitem.grapeyogurtItem@0,harvestcraft:grapeyogurtItem,Grape Yogurt,false
foodGrilledasparagus,1xitem.grilledasparagusItem@0,harvestcraft:grilledasparagusItem,Grilled Asparagus,false
foodGrilledchese,1xitem.grilledcheeseItem@0,harvestcraft:grilledcheeseItem,Grilled Cheese,false
foodGrilledeggplant,1xitem.grilledeggplantItem@0,harvestcraft:grilledeggplantItem,Grilled Eggplant,false
foodGrilledmushroom,1xitem.grilledmushroomItem@0,harvestcraft:grilledmushroomItem,Grilled Mushroom,false
foodGrilledskewers,1xitem.grilledskewersItem@0,harvestcraft:grilledskewersItem,Grilled Skewer,false
foodGroundcinnamon,1xitem.groundcinnamonItem@0,harvestcraft:groundcinnamonItem,Ground Cinnamon,false
foodGroundnutmeg,1xitem.groundnutmegItem@0,harvestcraft:groundnutmegItem,Ground Nutmeg,false
foodGrouperraw,1xitem.grouperrawItem@0,harvestcraft:grouperrawItem,Raw Grouper,false
foodGuacamole,1xitem.guacamoleItem@0,harvestcraft:guacamoleItem,Guacamole,false
foodGummybears,1xitem.gummybearsItem@0,harvestcraft:gummybearsItem,Gummy Bears,false
foodHamburger,1xitem.hamburgerItem@0,harvestcraft:hamburgerItem,Hamburger,false
foodHash,1xitem.hashItem@0,harvestcraft:hashItem,Hash,false
foodHeartyBreakfast,1xitem.heartybreakfastItem@0,harvestcraft:heartybreakfastItem,Hearty Breakfast,false
foodHeavycream,1xitem.heavycreamItem@0,harvestcraft:heavycreamItem,Heavy Cream,false
foodHerbbutterparsnips,1xitem.herbbutterparsnipsItem@0,harvestcraft:herbbutterparsnipsItem,Herb Butter Parsnips,false
foodHerringraw,1xitem.herringrawItem@0,harvestcraft:herringrawItem,Raw Herring,false
foodHolidaycake,1xitem.holidaycakeItem@0,harvestcraft:holidaycakeItem,Holiday Cake,false
foodHoneycombchocolatebar,1xitem.honeycombchocolatebarItem@0,harvestcraft:honeycombchocolatebarItem,Honeycomb Chocolate Bar,false
foodHoneydrop,1xitem.honeyItem@0,harvestcraft:honeyItem,Honey,false
foodHoneylemonlamb,1xitem.honeylemonlambItem@0,harvestcraft:honeylemonlambItem,Honey Lemon Lamb,false
foodHotchocolate,1xitem.hotchocolateItem@0,harvestcraft:hotchocolateItem,Hot Chocolate,false
foodHotdog,1xitem.hotdogItem@0,harvestcraft:hotdogItem,Hotdog,false
foodHotwings,1xitem.hotwingsItem@0,harvestcraft:hotwingsItem,Hot Wings,false
foodIcecream,1xitem.icecreamItem@0,harvestcraft:icecreamItem,Ice Cream,false
foodJaffa,1xitem.jaffaItem@0,harvestcraft:jaffaItem,Jaffa,false
foodJellybeans,1xitem.jellybeansItem@0,harvestcraft:jellybeansItem,Jellybeans,false
foodJellydonut,1xitem.jellydonutItem@0,harvestcraft:jellydonutItem,Jelly Donut,false
foodJellyfishraw,1xitem.jellyfishrawItem@0,harvestcraft:jellyfishrawItem,Raw Jellyfish,false
foodKetchup,1xitem.ketchupItem@0,harvestcraft:ketchupItem,Ketchup,false
foodKeylimepie,1xitem.keylimepieItem@0,harvestcraft:keylimepieItem,Keylime Pie,false
foodKiwijelly,1xitem.kiwijellyItem@0,harvestcraft:kiwijellyItem,Kiwi Jelly,false
foodKiwijellysandwich,1xitem.kiwijellysandwichItem@0,harvestcraft:kiwijellysandwichItem,Kiwi Jelly Sandwich,false
foodKiwijuice,1xitem.kiwijuiceItem@0,harvestcraft:kiwijuiceItem,Kiwi Juice,false
foodKiwismoothie,1xitem.kiwismoothieItem@0,harvestcraft:kiwismoothieItem,Kiwi Smoothie,false
foodKiwiyogurt,1xitem.kiwiyogurtItem@0,harvestcraft:kiwiyogurtItem,Kiwi Yogurt,false
foodLambbarleysoup,1xitem.lambbarleysoupItem@0,harvestcraft:lambbarleysoupItem,Lamb Barley Soup,false
foodLambkebab,1xitem.lambkebabItem@0,harvestcraft:lambkebabItem,Lamb Kebab,false
foodLamington,1xitem.lamingtonItem@0,harvestcraft:lamingtonItem,Lamington,false
foodLavendershortbread,1xitem.lavendershortbreadItem@0,harvestcraft:lavendershortbreadItem,Lavender Shortbread,false
foodLeafychickensandwich,1xitem.leafychickensandwichItem@0,harvestcraft:leafychickensandwichItem,Leafy Chicken Sandwich,false
foodLeafyfishsandwich,1xitem.leafyfishsandwichItem@0,harvestcraft:leafyfishsandwichItem,Leafy Fish Sandwich,false
foodLeekbaconsoup,1xitem.leekbaconsoupItem@0,harvestcraft:leekbaconsoupItem,Leek Bacon Soup,false
foodLemonaide,1xitem.lemonaideItem@0,harvestcraft:lemonaideItem,Lemonade,false
foodLemonbar,1xitem.lemonbarItem@0,harvestcraft:lemonbarItem,Lemon Bar,false
foodLemonchicken,1xitem.lemonchickenItem@0,harvestcraft:lemonchickenItem,Lemon Chicken,false
foodLemonjelly,1xitem.lemonjellyItem@0,harvestcraft:lemonjellyItem,Lemon Jelly,false
foodLemonjellysandwich,1xitem.lemonjellysandwichItem@0,harvestcraft:lemonjellysandwichItem,Lemon Jelly Sandwich,false
foodLemonlimesoda,1xitem.lemonlimesodaItem@0,harvestcraft:lemonlimesodaItem,Lemon-Lime Soda,false
foodLemonmeringue,1xitem.lemonmeringueItem@0,harvestcraft:lemonmeringueItem,Lemon Meringue,false
foodLemonsmoothie,1xitem.lemonsmoothieItem@0,harvestcraft:lemonsmoothieItem,Lemon Smoothie,false
foodLemonyogurt,1xitem.lemonyogurtItem@0,harvestcraft:lemonyogurtItem,Lemon Yogurt,false
foodLimejelly,1xitem.limejellyItem@0,harvestcraft:limejellyItem,Lime Jelly,false
foodLimejellysandwich,1xitem.limejellysandwichItem@0,harvestcraft:limejellysandwichItem,Lime Jelly Sandwich,false
foodLimejuice,1xitem.limejuiceItem@0,harvestcraft:limejuiceItem,Lime Juice,false
foodLimesmoothie,1xitem.limesmoothieItem@0,harvestcraft:limesmoothieItem,Lime Smoothie,false
foodLimeyogurt,1xitem.limeyogurtItem@0,harvestcraft:limeyogurtItem,Lime Yogurt,false
foodLoadedbakedpotato,1xitem.loadedbakedpotatoItem@0,harvestcraft:loadedbakedpotatoItem,Loaded Baked Potato,false
foodMangojelly,1xitem.mangojellyItem@0,harvestcraft:mangojellyItem,Mango Jelly,false
foodMangojellysandwich,1xitem.mangojellysandwichItem@0,harvestcraft:mangojellysandwichItem,Mango Jelly Sandwich,false
foodMangojuice,1xitem.mangojuiceItem@0,harvestcraft:mangojuiceItem,Mango Juice,false
foodMangosmoothie,1xitem.mangosmoothieItem@0,harvestcraft:mangosmoothieItem,Mango Smoothie,false
foodMangoyogurt,1xitem.mangoyogurtItem@0,harvestcraft:mangoyogurtItem,Mango Yogurt,false
foodManjuu,1xitem.manjuuItem@0,harvestcraft:manjuuItem,Manjuu,false
foodMaplecandiedbacon,1xitem.maplecandiedbaconItem@0,harvestcraft:maplecandiedbaconItem,Maple Candied Bacon,false
foodMapleoatmeal,1xitem.mapleoatmealItem@0,harvestcraft:mapleoatmealItem,Maple Oatmeal,false
foodMaplesausage,1xitem.maplesausageItem@0,harvestcraft:maplesausageItem,Maple Sausage,false
foodMaplesyruppancakes,1xitem.maplesyruppancakesItem@0,harvestcraft:maplesyruppancakesItem,Maple Syrup Pancakes,false
foodMaplesyrupwaffles,1xitem.maplesyrupwafflesItem@0,harvestcraft:maplesyrupwafflesItem,Maple Syrup Waffles,false
foodMarinatedcucumbers,1xitem.marinatedcucumbersItem@0,harvestcraft:marinatedcucumbersItem,Marinated Cucumbers,false
foodMarshmellows,1xitem.marshmellowsItem@0,harvestcraft:marshmellowsItem,Marshmellows,false
foodMashedpotatoes,1xitem.mashedpotatoesItem@0,harvestcraft:mashedpotatoesItem,Mashed Potatoes,false
foodMashedsweetpotatoes,1xitem.mashedsweetpotatoesItem@0,harvestcraft:mashedsweetpotatoesItem,Mashed Sweet Potatoes,false
foodMayo,1xitem.mayoItem@0,harvestcraft:mayoItem,Mayo,false
foodMcpam,1xitem.mcpamItem@0,harvestcraft:mcpamItem,McPam,false
foodMeatfeastpizza,1xitem.meatfeastpizzaItem@0,harvestcraft:meatfeastpizzaItem,Meat Feast Pizza,false
foodMeatpie,1xitem.meatpieItem@0,harvestcraft:meatpieItem,Meat Pie,false
foodMeatystew,1xitem.meatystewItem@0,harvestcraft:meatystewItem,Meaty Stew,false
foodMelonjuice,1xitem.melonjuiceItem@0,harvestcraft:melonjuiceItem,Melon Juice,false
foodMelonsmoothie,1xitem.melonsmoothieItem@0,harvestcraft:melonsmoothieItem,Melon Smoothie,false
foodMelonyogurt,1xitem.melonyogurtItem@0,harvestcraft:melonyogurtItem,Melon Yogurt,false
foodMincepie,1xitem.mincepieItem@0,harvestcraft:mincepieItem,Mince Pie,false
foodMintchocolatechipicecream,1xitem.mintchocolatechipicemcreamItem@0,harvestcraft:mintchocolatechipicemcreamItem,Mint Chocolate Chip Ice Cream,false
foodMixedsalad,1xitem.mixedsaladItem@0,harvestcraft:mixedsaladItem,Mixed Salad,false
foodMochaicecream,1xitem.mochaicecreamItem@0,harvestcraft:mochaicecreamItem,Mocha Ice Cream,false
foodMudfishraw,1xitem.mudfishrawItem@0,harvestcraft:mudfishrawItem,Raw Mudfish,false
foodMushroomrisotto,1xitem.mushroomrisottoItem@0,harvestcraft:mushroomrisottoItem,Mushroom Risotto,false
foodMustard,1xitem.mustardItem@0,harvestcraft:mustardItem,Mustard,false
foodMuttoncooked,1xitem.muttoncookedItem@0,harvestcraft:muttoncookedItem,Cooked Mutton,false
foodMuttonraw,1xitem.muttonrawItem@0,harvestcraft:muttonrawItem,Raw Mutton,false
foodNachoes,1xitem.nachoesItem@0,harvestcraft:nachoesItem,Nachoes,false
foodNutella,1xitem.nutellaItem@0,harvestcraft:nutellaItem,Nutella,false
foodOctopuscooked,1xitem.octopuscookedItem@0,harvestcraft:octopuscookedItem,Cooked Octopus,false
foodOctopusraw,1xitem.octopusrawItem@0,harvestcraft:octopusrawItem,Raw Octopus,false
foodOldworldveggiesoup,1xitem.oldworldveggiesoupItem@0,harvestcraft:oldworldveggiesoupItem,Old World Veggie Soup,false
foodOliveoil,1xitem.oliveoilItem@0,harvestcraft:oliveoilItem,Cooking Oil,false
foodOmelet,1xitem.omeletItem@0,harvestcraft:omeletItem,Omelet,false
foodOnionhamburger,1xitem.onionhamburgerItem@0,harvestcraft:onionhamburgerItem,Onion Hamburger,false
foodOnionsoup,1xitem.onionsoupItem@0,harvestcraft:onionsoupItem,Onion Soup,false
foodOrangechicken,1xitem.orangechickenItem@0,harvestcraft:orangechickenItem,Orange Chicken,false
foodOrangejelly,1xitem.orangejellyItem@0,harvestcraft:orangejellyItem,Orange Jelly,false
foodOrangejellysandwich,1xitem.orangejellysandwichItem@0,harvestcraft:orangejellysandwichItem,Orange Jelly Sandwich,false
foodOrangejuice,1xitem.orangejuiceItem@0,harvestcraft:orangejuiceItem,Orange Juice,false
foodOrangesmoothie,1xitem.orangesmoothieItem@0,harvestcraft:orangesmoothieItem,Orange Smoothie,false
foodOrangesoda,1xitem.orangesodaItem@0,harvestcraft:orangesodaItem,Orange Soda,false
foodOrangeyogurt,1xitem.orangeyogurtItem@0,harvestcraft:orangeyogurtItem,Orange Yogurt,false
foodOvenroastedcauliflower,1xitem.ovenroastedcauliflowerItem@0,harvestcraft:ovenroastedcauliflowerItem,Oven Roasted Cauliflower,false
foodPancakes,1xitem.pancakesItem@0,harvestcraft:pancakesItem,Pancakes,false
foodPapayajelly,1xitem.papayajellyItem@0,harvestcraft:papayajellyItem,Papaya Jelly,false
foodPapayajellysandwich,1xitem.papayajellysandwichItem@0,harvestcraft:papayajellysandwichItem,Papaya Jelly Sandwich,false
foodPapayajuice,1xitem.papayajuiceItem@0,harvestcraft:papayajuiceItem,Papaya Juice,false
foodPapayasmoothie,1xitem.papayasmoothieItem@0,harvestcraft:papayasmoothieItem,Papaya Smoothie,false
foodPapayayogurt,1xitem.papayayogurtItem@0,harvestcraft:papayayogurtItem,Papaya Yogurt,false
foodPasta,1xitem.pastaItem@0,harvestcraft:pastaItem,Pasta,false
foodPavlova,1xitem.pavlovaItem@0,harvestcraft:pavlovaItem,Pavlova,false
foodPbandj,1xitem.pbandjItem@0,harvestcraft:pbandjItem,PB&J,false
foodPeachcobbler,1xitem.peachcobblerItem@0,harvestcraft:peachcobblerItem,Peach Cobbler,false
foodPeachesandcreamoatmeal,1xitem.peachesandcreamoatmealItem@0,harvestcraft:peachesandcreamoatmealItem,Peaches and Cream Oatmeal,false
foodPeachjelly,1xitem.peachjellyItem@0,harvestcraft:peachjellyItem,Peach Jelly,false
foodPeachjellysandwich,1xitem.peachjellysandwichItem@0,harvestcraft:peachjellysandwichItem,Peach Jelly Sandwich,false
foodPeachjuice,1xitem.peachjuiceItem@0,harvestcraft:peachjuiceItem,Peach Juice,false
foodPeachsmoothie,1xitem.peachsmoothieItem@0,harvestcraft:peachsmoothieItem,Peach Smoothie,false
foodPeachyogurt,1xitem.peachyogurtItem@0,harvestcraft:peachyogurtItem,Peach Yogurt,false
foodPeanutbutter,1xitem.peanutbutterItem@0,harvestcraft:peanutbutterItem,Peanut Butter,false
foodPeanutbuttercookies,1xitem.peanutbuttercookiesItem@0,harvestcraft:peanutbuttercookiesItem,Peanut Butter Cookies,false
foodPearjuice,1xitem.pearjuiceItem@0,harvestcraft:pearjuiceItem,Pear Juice,false
foodPearyogurt,1xitem.pearyogurtItem@0,harvestcraft:pearyogurtItem,Pear Yogurt,false
foodPeasandcelery,1xitem.peasandceleryItem@0,harvestcraft:peasandceleryItem,Peas and Celery,false
foodPecanpie,1xitem.pecanpieItem@0,harvestcraft:pecanpieItem,Pecan Pie,false
foodPeppermint,1xitem.peppermintItem@0,harvestcraft:peppermintItem,Peppermint,false
foodPepperoni,1xitem.pepperoniItem@0,harvestcraft:pepperoniItem,Pepperoni,false
foodPerchraw,1xitem.perchrawItem@0,harvestcraft:perchrawItem,Raw Perch,false
foodPersimmonjelly,1xitem.persimmonjellyItem@0,harvestcraft:persimmonjellyItem,Persimmon Jelly,false
foodPersimmonjellysanwich,1xitem.persimmonjellysandwichItem@0,harvestcraft:persimmonjellysandwichItem,Persimmon Jelly Sandwich,false
foodPersimmonjuice,1xitem.persimmonjuiceItem@0,harvestcraft:persimmonjuiceItem,Persimmon Juice,false
foodPersimmonsmoothie,1xitem.persimmonsmoothieItem@0,harvestcraft:persimmonsmoothieItem,Persimmon Smoothie,false
foodPersimmonyogurt,1xitem.persimmonyogurtItem@0,harvestcraft:persimmonyogurtItem,Persimmon Yogurt,false
foodPickledbeets,1xitem.pickledbeetsItem@0,harvestcraft:pickledbeetsItem,Pickled Beets,false
foodPickledonions,1xitem.pickledonionsItem@0,harvestcraft:pickledonionsItem,Pickled Onions,false
foodPickles,1xitem.picklesItem@0,harvestcraft:picklesItem,Pickles,false
foodPinacolada,1xitem.pinacoladaItem@0,harvestcraft:pinacoladaItem,Pinacolada,false
foodPineappleham,1xitem.pineapplehamItem@0,harvestcraft:pineapplehamItem,Pineapple Ham,false
